id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language,source,deadline_missed,Transactions_per_Length,Entities_per_Length,Transactions_per_Entity,Adjustment_Ratio,Total_Experience,Experience_Gap
817,817,2,4,86,36,4436,220,47,266,29,258,2,synthetic,1,6.111111111111111,1.3055555555555556,4.680851063829787,0.10902255639097744,6,-2
818,818,1,-1,84,9,11438,136,179,288,38,293,1,synthetic,1,15.11111111111111,19.88888888888889,0.7597765363128491,0.13194444444444445,0,2
819,819,1,1,86,6,3616,59,72,143,14,117,1,synthetic,0,9.833333333333334,12.0,0.8194444444444444,0.0979020979020979,2,0
820,820,1,1,85,5,6212,192,50,273,35,263,2,synthetic,0,38.4,10.0,3.84,0.1282051282051282,2,0
821,821,2,1,87,12,3287,450,41,339,31,330,2,synthetic,1,37.5,3.4166666666666665,10.975609756097562,0.09144542772861357,3,1
822,822,4,2,87,17,825,79,41,113,18,104,1,synthetic,0,4.647058823529412,2.411764705882353,1.9268292682926829,0.1592920353982301,6,2
823,823,4,4,86,8,3800,129,162,333,29,323,2,synthetic,1,16.125,20.25,0.7962962962962963,0.08708708708708708,8,0
824,824,1,1,82,8,3556,191,75,265,30,255,3,synthetic,0,23.875,9.375,2.546666666666667,0.11320754716981132,2,0
825,825,1,-1,87,5,3380,72,61,158,33,129,1,synthetic,1,14.4,12.2,1.180327868852459,0.2088607594936709,0,2
826,826,4,4,85,6,1421,172,52,172,14,129,2,synthetic,0,28.666666666666668,8.666666666666666,3.3076923076923075,0.08139534883720931,8,0
827,827,1,1,85,8,8666,159,233,457,38,508,3,synthetic,1,19.875,29.125,0.6824034334763949,0.08315098468271334,2,0
828,828,0,2,85,15,4118,465,134,686,35,640,2,synthetic,1,31.0,8.933333333333334,3.470149253731343,0.05102040816326531,2,-2
829,829,-1,0,87,13,2834,141,47,255,34,228,2,synthetic,1,10.846153846153847,3.6153846153846154,3.0,0.13333333333333333,-1,-1
830,830,2,1,85,13,7284,307,133,663,28,599,1,synthetic,1,23.615384615384617,10.23076923076923,2.308270676691729,0.042232277526395176,3,1
831,831,1,0,88,4,724,41,32,82,14,63,1,synthetic,0,10.25,8.0,1.28125,0.17073170731707318,1,1
832,832,4,2,86,9,4358,44,38,108,34,108,1,synthetic,0,4.888888888888889,4.222222222222222,1.1578947368421053,0.3148148148148148,6,2
833,833,2,4,87,10,3925,407,37,280,50,308,2,synthetic,1,40.7,3.7,11.0,0.17857142857142858,6,-2
834,834,4,3,86,12,4339,42,81,98,33,99,1,synthetic,1,3.5,6.75,0.5185185185185185,0.336734693877551,7,1
835,835,3,4,86,9,7975,170,144,332,38,318,3,synthetic,1,18.88888888888889,16.0,1.1805555555555556,0.1144578313253012,7,-1
836,836,4,1,85,5,3926,100,74,227,27,193,1,synthetic,1,20.0,14.8,1.3513513513513513,0.11894273127753303,5,3
837,837,4,6,85,37,8167,465,111,493,14,452,2,synthetic,0,12.567567567567568,3.0,4.1891891891891895,0.028397565922920892,10,-2
838,838,1,1,86,5,3398,99,41,148,14,105,1,synthetic,0,19.8,8.2,2.4146341463414633,0.0945945945945946,2,0
839,839,-1,-1,85,8,688,42,47,100,31,103,1,synthetic,1,5.25,5.875,0.8936170212765957,0.31,-2,0
840,840,1,3,85,14,3295,64,105,194,14,153,2,synthetic,1,4.571428571428571,7.5,0.6095238095238096,0.07216494845360824,4,-2
841,841,1,0,88,9,3945,76,184,188,24,150,1,synthetic,1,8.444444444444445,20.444444444444443,0.41304347826086957,0.1276595744680851,1,1
842,842,1,1,87,27,4664,771,125,706,36,706,1,synthetic,1,28.555555555555557,4.62962962962963,6.168,0.05099150141643059,2,0
843,843,1,0,87,5,2392,44,70,142,23,115,1,synthetic,0,8.8,14.0,0.6285714285714286,0.1619718309859155,1,1
844,844,1,4,85,6,6699,453,110,510,35,626,1,synthetic,1,75.5,18.333333333333332,4.118181818181818,0.06862745098039216,5,-3
845,845,1,1,85,4,2584,139,33,139,15,95,2,synthetic,0,34.75,8.25,4.212121212121212,0.1079136690647482,2,0
846,846,3,2,86,9,1216,108,52,160,24,136,3,synthetic,0,12.0,5.777777777777778,2.076923076923077,0.15,5,1
847,847,1,0,87,22,5408,199,238,656,17,631,1,synthetic,1,9.045454545454545,10.818181818181818,0.8361344537815126,0.025914634146341462,1,1
848,848,1,1,85,5,946,86,31,115,18,107,2,synthetic,0,17.2,6.2,2.774193548387097,0.1565217391304348,2,0
849,849,1,1,86,12,2253,103,44,147,6,103,2,synthetic,0,8.583333333333334,3.6666666666666665,2.340909090909091,0.04081632653061224,2,0
850,850,1,4,85,17,2630,92,347,512,17,411,3,synthetic,1,5.411764705882353,20.41176470588235,0.26512968299711814,0.033203125,5,-3
851,851,1,3,85,6,598,41,48,81,10,68,3,synthetic,1,6.833333333333333,8.0,0.8541666666666666,0.12345679012345678,4,-2
852,852,1,3,86,12,3813,273,119,456,24,399,2,synthetic,1,22.75,9.916666666666666,2.2941176470588234,0.05263157894736842,4,-2
853,853,0,1,87,14,12090,434,51,414,19,331,1,synthetic,1,31.0,3.642857142857143,8.509803921568627,0.04589371980676329,1,-1
854,854,1,4,87,5,3760,47,72,99,6,82,1,synthetic,0,9.4,14.4,0.6527777777777778,0.06060606060606061,5,-3
855,855,4,7,85,15,9183,226,251,464,35,554,1,synthetic,0,15.066666666666666,16.733333333333334,0.900398406374502,0.07543103448275862,11,-3
856,856,1,2,87,8,5435,87,119,303,39,310,2,synthetic,1,10.875,14.875,0.7310924369747899,0.12871287128712872,3,-1
857,857,2,3,87,17,15173,90,126,291,29,265,2,synthetic,0,5.294117647058823,7.411764705882353,0.7142857142857143,0.09965635738831616,5,-1
858,858,0,1,86,4,5685,123,87,246,39,269,2,synthetic,0,30.75,21.75,1.4137931034482758,0.15853658536585366,1,-1
859,859,4,3,85,9,5927,112,123,272,40,262,2,synthetic,0,12.444444444444445,13.666666666666666,0.9105691056910569,0.14705882352941177,7,1
860,860,4,3,84,15,9584,489,307,956,50,966,1,synthetic,1,32.6,20.466666666666665,1.5928338762214984,0.05230125523012552,7,1
861,861,2,4,85,16,3870,207,122,321,40,328,2,synthetic,0,12.9375,7.625,1.6967213114754098,0.12461059190031153,6,-2
862,862,4,1,87,8,3832,222,117,332,28,311,1,synthetic,0,27.75,14.625,1.8974358974358974,0.08433734939759036,5,3
863,863,3,1,86,6,4018,70,243,325,14,245,1,synthetic,1,11.666666666666666,40.5,0.2880658436213992,0.043076923076923075,4,2
864,864,-1,0,86,12,3129,204,39,221,18,183,1,synthetic,1,17.0,3.25,5.230769230769231,0.08144796380090498,-1,-1
865,865,2,1,85,5,3986,145,132,297,33,292,3,synthetic,1,29.0,26.4,1.0984848484848484,0.1111111111111111,3,1
866,866,2,3,86,27,14909,701,236,776,39,677,1,synthetic,1,25.962962962962962,8.74074074074074,2.9703389830508473,0.05025773195876289,5,-1
867,867,1,1,85,8,8617,51,273,204,15,200,2,synthetic,0,6.375,34.125,0.18681318681318682,0.07352941176470588,2,0
868,868,4,4,83,17,18583,402,229,669,52,696,1,synthetic,1,23.647058823529413,13.470588235294118,1.755458515283843,0.07772795216741404,8,0
869,869,1,1,85,3,1246,19,55,90,14,84,1,synthetic,0,6.333333333333333,18.333333333333332,0.34545454545454546,0.15555555555555556,2,0
870,870,0,4,86,14,1402,635,51,382,10,288,3,synthetic,1,45.357142857142854,3.642857142857143,12.450980392156863,0.02617801047120419,4,-4
871,871,2,3,86,8,4023,123,41,153,6,99,2,synthetic,0,15.375,5.125,3.0,0.0392156862745098,5,-1
872,872,1,2,86,17,3548,327,75,425,23,398,1,synthetic,1,19.235294117647058,4.411764705882353,4.36,0.05411764705882353,3,-1
873,873,4,3,85,6,2174,97,138,186,25,194,1,synthetic,0,16.166666666666668,23.0,0.7028985507246377,0.13440860215053763,7,1
874,874,2,4,87,13,3502,188,101,295,32,290,3,synthetic,1,14.461538461538462,7.769230769230769,1.8613861386138615,0.10847457627118644,6,-2
875,875,1,1,85,18,754,148,50,173,20,162,1,synthetic,0,8.222222222222221,2.7777777777777777,2.96,0.11560693641618497,2,0
876,876,3,-1,86,18,4793,285,173,425,40,453,2,synthetic,1,15.833333333333334,9.61111111111111,1.6473988439306357,0.09411764705882353,2,4
877,877,-1,3,85,5,873,74,52,146,18,101,1,synthetic,0,14.8,10.4,1.4230769230769231,0.1232876712328767,2,-4
878,878,1,2,86,28,7580,490,145,553,33,563,1,synthetic,1,17.5,5.178571428571429,3.3793103448275863,0.059674502712477394,3,-1
879,879,3,4,85,15,10454,123,155,276,34,312,1,synthetic,0,8.2,10.333333333333334,0.7935483870967742,0.12318840579710146,7,-1
880,880,4,1,85,11,6010,46,374,320,14,235,2,synthetic,0,4.181818181818182,34.0,0.12299465240641712,0.04375,5,3
881,881,2,3,84,16,9341,257,220,552,52,537,2,synthetic,1,16.0625,13.75,1.1681818181818182,0.09420289855072464,5,-1
882,882,2,3,83,15,3104,59,122,208,36,186,1,synthetic,0,3.933333333333333,8.133333333333333,0.48360655737704916,0.17307692307692307,5,-1
883,883,4,7,84,12,1580,83,85,212,14,197,2,synthetic,1,6.916666666666667,7.083333333333333,0.9764705882352941,0.0660377358490566,11,-3
884,884,1,-1,86,14,1292,115,318,421,11,330,2,synthetic,0,8.214285714285714,22.714285714285715,0.36163522012578614,0.026128266033254157,0,2
885,885,2,3,85,15,2738,403,90,435,25,454,3,synthetic,0,26.866666666666667,6.0,4.477777777777778,0.05747126436781609,5,-1
886,886,2,3,85,5,1008,131,41,143,15,121,1,synthetic,0,26.2,8.2,3.1951219512195124,0.1048951048951049,5,-1
887,887,1,2,84,9,789,45,73,105,25,112,1,synthetic,1,5.0,8.11111111111111,0.6164383561643836,0.23809523809523808,3,-1
888,888,4,5,88,12,5476,120,363,621,29,634,2,synthetic,0,10.0,30.25,0.3305785123966942,0.04669887278582931,9,-1
889,889,4,4,86,8,5329,138,121,279,19,252,1,synthetic,0,17.25,15.125,1.140495867768595,0.06810035842293907,8,0
890,890,4,3,87,24,4901,109,178,284,39,293,1,synthetic,0,4.541666666666667,7.416666666666667,0.6123595505617978,0.13732394366197184,7,1
891,891,4,7,84,13,8846,103,332,461,37,472,2,synthetic,1,7.923076923076923,25.53846153846154,0.3102409638554217,0.08026030368763558,11,-3
892,892,-1,0,85,5,843,94,37,104,6,84,1,synthetic,0,18.8,7.4,2.5405405405405403,0.057692307692307696,-1,-1
893,893,4,3,86,9,2840,134,108,167,38,198,1,synthetic,0,14.88888888888889,12.0,1.2407407407407407,0.2275449101796407,7,1
894,894,1,0,85,6,1642,117,29,97,36,96,1,synthetic,0,19.5,4.833333333333333,4.0344827586206895,0.3711340206185567,1,1
895,895,4,4,87,4,2627,89,59,159,35,153,2,synthetic,0,22.25,14.75,1.5084745762711864,0.22012578616352202,8,0
896,896,4,4,86,5,1581,469,73,550,41,656,1,synthetic,0,93.8,14.6,6.424657534246576,0.07454545454545454,8,0
897,897,3,3,85,4,1616,169,43,176,37,173,3,synthetic,1,42.25,10.75,3.9302325581395348,0.21022727272727273,6,0
898,898,1,1,82,5,822,48,102,143,18,109,2,synthetic,0,9.6,20.4,0.47058823529411764,0.1258741258741259,2,0
899,899,4,4,86,21,8284,201,95,409,25,353,1,synthetic,1,9.571428571428571,4.523809523809524,2.1157894736842104,0.061124694376528114,8,0
900,900,4,3,85,19,12297,630,127,522,37,572,1,synthetic,1,33.1578947368421,6.684210526315789,4.960629921259843,0.07088122605363985,7,1
901,901,2,2,88,3,2361,255,59,313,36,299,1,synthetic,1,85.0,19.666666666666668,4.322033898305085,0.11501597444089456,4,0
902,902,4,4,86,9,2327,98,96,209,28,210,2,synthetic,0,10.88888888888889,10.666666666666666,1.0208333333333333,0.1339712918660287,8,0
903,903,4,4,86,11,2275,97,93,164,36,154,1,synthetic,0,8.818181818181818,8.454545454545455,1.043010752688172,0.21951219512195122,8,0
904,904,3,4,87,8,3902,121,95,248,39,246,3,synthetic,1,15.125,11.875,1.2736842105263158,0.15725806451612903,7,-1
905,905,4,0,86,17,14032,247,171,464,50,529,1,synthetic,1,14.529411764705882,10.058823529411764,1.4444444444444444,0.10775862068965517,4,4
906,906,4,1,86,10,3846,98,103,166,38,185,1,synthetic,1,9.8,10.3,0.9514563106796117,0.2289156626506024,5,3
907,907,3,3,84,5,2391,43,92,101,28,96,1,synthetic,0,8.6,18.4,0.4673913043478261,0.27722772277227725,6,0
908,908,1,3,85,6,2373,43,112,188,41,215,2,synthetic,0,7.166666666666667,18.666666666666668,0.38392857142857145,0.21808510638297873,4,-2
909,909,4,1,85,21,14205,204,333,512,35,625,1,synthetic,1,9.714285714285714,15.857142857142858,0.6126126126126126,0.068359375,5,3
910,910,1,4,84,5,885,50,76,124,6,93,1,synthetic,0,10.0,15.2,0.6578947368421053,0.04838709677419355,5,-3
911,911,2,1,85,5,8743,80,99,172,32,179,2,synthetic,1,16.0,19.8,0.8080808080808081,0.18604651162790697,3,1
912,912,4,3,85,5,5005,117,242,282,35,307,2,synthetic,1,23.4,48.4,0.4834710743801653,0.12411347517730496,7,1
913,913,2,2,85,12,2911,116,78,186,35,187,2,synthetic,0,9.666666666666666,6.5,1.4871794871794872,0.1881720430107527,4,0
914,914,3,4,86,9,2523,82,89,152,16,112,2,synthetic,1,9.11111111111111,9.88888888888889,0.9213483146067416,0.10526315789473684,7,-1
915,915,4,0,84,9,14535,193,244,428,38,388,2,synthetic,0,21.444444444444443,27.11111111111111,0.7909836065573771,0.08878504672897196,4,4
916,916,3,1,86,6,2294,276,185,481,28,413,1,synthetic,0,46.0,30.833333333333332,1.491891891891892,0.058212058212058215,4,2
917,917,3,4,85,10,654,126,95,218,18,180,1,synthetic,0,12.6,9.5,1.3263157894736841,0.08256880733944955,7,-1
918,918,2,1,85,17,4234,78,40,157,35,137,2,synthetic,0,4.588235294117647,2.3529411764705883,1.95,0.2229299363057325,3,1
919,919,1,1,86,5,1581,23,47,77,24,69,1,synthetic,1,4.6,9.4,0.48936170212765956,0.3116883116883117,2,0
920,920,4,4,86,22,9033,217,120,404,42,472,2,synthetic,1,9.863636363636363,5.454545454545454,1.8083333333333333,0.10396039603960396,8,0
921,921,4,1,85,5,4303,126,192,335,35,308,1,synthetic,0,25.2,38.4,0.65625,0.1044776119402985,5,3
922,922,0,0,86,14,9200,257,51,274,24,235,1,synthetic,1,18.357142857142858,3.642857142857143,5.03921568627451,0.08759124087591241,0,0
923,923,1,1,87,9,2525,293,43,229,12,159,1,synthetic,1,32.55555555555556,4.777777777777778,6.813953488372093,0.05240174672489083,2,0
924,924,1,0,85,15,9902,220,311,599,29,499,1,synthetic,1,14.666666666666666,20.733333333333334,0.707395498392283,0.048414023372287146,1,1
925,925,4,4,87,12,2340,191,57,260,40,257,2,synthetic,1,15.916666666666666,4.75,3.3508771929824563,0.15384615384615385,8,0
926,926,0,0,86,14,5913,175,100,282,22,294,1,synthetic,1,12.5,7.142857142857143,1.75,0.07801418439716312,0,0
927,927,1,1,86,6,2344,97,76,109,17,97,1,synthetic,0,16.166666666666668,12.666666666666666,1.2763157894736843,0.1559633027522936,2,0
928,928,4,2,84,12,14339,87,246,282,34,305,3,synthetic,1,7.25,20.5,0.35365853658536583,0.12056737588652482,6,2
929,929,1,6,86,16,9426,316,71,365,35,380,1,synthetic,1,19.75,4.4375,4.450704225352113,0.0958904109589041,7,-5
930,930,4,4,87,32,8125,130,181,452,13,303,2,synthetic,0,4.0625,5.65625,0.7182320441988951,0.028761061946902654,8,0
931,931,2,2,83,10,6980,127,46,227,23,178,3,synthetic,1,12.7,4.6,2.760869565217391,0.1013215859030837,4,0
932,932,4,3,86,12,5878,303,100,464,18,400,3,synthetic,0,25.25,8.333333333333334,3.03,0.03879310344827586,7,1
933,933,1,4,85,13,2403,185,123,399,14,323,3,synthetic,0,14.23076923076923,9.461538461538462,1.5040650406504066,0.03508771929824561,5,-3
934,934,2,3,87,13,1540,162,55,210,14,153,1,synthetic,0,12.461538461538462,4.230769230769231,2.9454545454545453,0.06666666666666667,5,-1
935,935,-1,-1,86,4,2527,70,47,148,26,132,3,synthetic,1,17.5,11.75,1.4893617021276595,0.17567567567567569,-2,0
936,936,1,3,83,9,2563,165,51,274,23,271,2,synthetic,0,18.333333333333332,5.666666666666667,3.235294117647059,0.08394160583941605,4,-2
937,937,4,4,85,6,2874,162,128,308,26,279,2,synthetic,0,27.0,21.333333333333332,1.265625,0.08441558441558442,8,0
938,938,1,1,85,21,7291,148,95,291,16,241,1,synthetic,0,7.0476190476190474,4.523809523809524,1.5578947368421052,0.054982817869415807,2,0
939,939,3,4,87,16,3589,314,89,324,28,342,3,synthetic,0,19.625,5.5625,3.5280898876404496,0.08641975308641975,7,-1
940,940,2,3,86,26,3545,84,54,171,23,168,2,synthetic,0,3.230769230769231,2.076923076923077,1.5555555555555556,0.13450292397660818,5,-1
941,941,3,2,87,10,3873,53,385,345,26,331,2,synthetic,1,5.3,38.5,0.13766233766233765,0.07536231884057971,5,1
942,942,4,3,87,8,3847,166,59,291,33,294,1,synthetic,0,20.75,7.375,2.8135593220338984,0.1134020618556701,7,1
943,943,4,4,86,14,8840,123,183,322,28,340,1,synthetic,0,8.785714285714286,13.071428571428571,0.6721311475409836,0.08695652173913043,8,0
944,944,0,0,86,15,9766,124,234,422,31,433,3,synthetic,1,8.266666666666667,15.6,0.5299145299145299,0.07345971563981042,0,0
945,945,0,3,85,17,8888,220,120,375,34,424,1,synthetic,1,12.941176470588236,7.0588235294117645,1.8333333333333333,0.09066666666666667,3,-3
946,946,4,1,84,10,2355,83,133,240,51,290,1,synthetic,0,8.3,13.3,0.6240601503759399,0.2125,5,3
947,947,2,3,86,6,2617,219,80,276,23,194,2,synthetic,0,36.5,13.333333333333334,2.7375,0.08333333333333333,5,-1
948,948,2,4,83,4,1636,99,32,98,14,85,1,synthetic,0,24.75,8.0,3.09375,0.14285714285714285,6,-2
949,949,2,3,86,9,3733,314,185,430,41,428,1,synthetic,1,34.888888888888886,20.555555555555557,1.6972972972972973,0.09534883720930233,5,-1
950,950,2,2,88,11,3989,102,74,187,33,192,1,synthetic,0,9.272727272727273,6.7272727272727275,1.3783783783783783,0.17647058823529413,4,0
951,951,4,3,86,13,8466,318,130,443,38,452,1,synthetic,1,24.46153846153846,10.0,2.4461538461538463,0.08577878103837472,7,1
952,952,2,4,87,15,3688,186,75,294,26,275,1,synthetic,1,12.4,5.0,2.48,0.08843537414965986,6,-2
953,953,2,2,86,9,3980,116,211,386,19,347,1,synthetic,0,12.88888888888889,23.444444444444443,0.5497630331753555,0.04922279792746114,4,0
954,954,1,1,85,28,7377,310,190,533,25,416,1,synthetic,0,11.071428571428571,6.785714285714286,1.631578947368421,0.04690431519699812,2,0
955,955,1,-1,84,10,16240,214,76,295,38,257,2,synthetic,1,21.4,7.6,2.8157894736842106,0.1288135593220339,0,2
956,956,4,4,85,6,3334,297,216,724,25,711,3,synthetic,0,49.5,36.0,1.375,0.034530386740331494,8,0
957,957,2,1,85,12,2871,167,44,191,33,184,1,synthetic,1,13.916666666666666,3.6666666666666665,3.7954545454545454,0.17277486910994763,3,1
958,958,2,4,85,19,2512,237,78,304,32,290,1,synthetic,0,12.473684210526315,4.105263157894737,3.0384615384615383,0.10526315789473684,6,-2
959,959,1,-1,85,5,5716,129,43,170,18,122,1,synthetic,0,25.8,8.6,3.0,0.10588235294117647,0,2
960,960,3,1,86,17,6016,195,122,394,39,429,2,synthetic,1,11.470588235294118,7.176470588235294,1.598360655737705,0.09898477157360407,4,2
961,961,3,3,86,14,3798,158,100,293,24,261,3,synthetic,1,11.285714285714286,7.142857142857143,1.58,0.08191126279863481,6,0
962,962,4,4,86,6,4789,102,184,258,34,259,1,synthetic,0,17.0,30.666666666666668,0.5543478260869565,0.13178294573643412,8,0
963,963,0,3,85,16,5013,464,97,507,7,508,1,synthetic,1,29.0,6.0625,4.783505154639175,0.013806706114398421,3,-3
964,964,4,3,84,4,2487,37,103,126,17,110,2,synthetic,0,9.25,25.75,0.3592233009708738,0.1349206349206349,7,1
965,965,4,4,86,12,1620,217,60,232,36,260,2,synthetic,1,18.083333333333332,5.0,3.6166666666666667,0.15517241379310345,8,0
966,966,2,5,87,13,3121,98,238,331,26,307,1,synthetic,1,7.538461538461538,18.307692307692307,0.4117647058823529,0.07854984894259819,7,-3
967,967,1,4,86,8,2465,227,175,453,17,353,2,synthetic,1,28.375,21.875,1.2971428571428572,0.037527593818984545,5,-3
968,968,2,3,86,6,3787,133,40,131,25,106,2,synthetic,0,22.166666666666668,6.666666666666667,3.325,0.19083969465648856,5,-1
969,969,4,4,88,8,3178,97,125,255,42,290,3,synthetic,1,12.125,15.625,0.776,0.16470588235294117,8,0
970,970,4,4,86,8,13631,203,120,438,52,511,1,synthetic,1,25.375,15.0,1.6916666666666667,0.1187214611872146,8,0
971,971,1,2,85,13,11929,311,166,573,35,628,3,synthetic,1,23.923076923076923,12.76923076923077,1.8734939759036144,0.06108202443280977,3,-1
972,972,2,3,86,9,3178,111,182,276,17,298,1,synthetic,0,12.333333333333334,20.22222222222222,0.6098901098901099,0.06159420289855073,5,-1
973,973,4,0,85,6,892,48,9,77,14,62,2,synthetic,0,8.0,1.5,5.333333333333333,0.18181818181818182,4,4
974,974,0,1,87,6,6259,311,128,438,49,437,2,synthetic,1,51.833333333333336,21.333333333333332,2.4296875,0.11187214611872145,1,-1
975,975,0,1,86,31,8239,283,77,380,34,361,1,synthetic,1,9.129032258064516,2.4838709677419355,3.675324675324675,0.08947368421052632,1,-1
976,976,1,1,87,4,2214,49,39,89,16,81,2,synthetic,1,12.25,9.75,1.2564102564102564,0.1797752808988764,2,0
977,977,3,3,84,9,3693,74,120,209,14,172,1,synthetic,0,8.222222222222221,13.333333333333334,0.6166666666666667,0.06698564593301436,6,0
978,978,1,2,86,16,10386,251,121,477,36,452,1,synthetic,1,15.6875,7.5625,2.074380165289256,0.07547169811320754,3,-1
979,979,1,-1,88,8,3392,273,94,378,27,353,1,synthetic,1,34.125,11.75,2.904255319148936,0.07142857142857142,0,2
980,980,1,4,87,4,2305,32,60,101,12,82,1,synthetic,0,8.0,15.0,0.5333333333333333,0.1188118811881188,5,-3
981,981,4,3,86,8,3213,535,130,666,39,696,1,synthetic,1,66.875,16.25,4.115384615384615,0.05855855855855856,7,1
